Title,CompanyName,CategoryName
SAP Consultant ( Business One ),Confidential,Engineering - Telecom/Technology
Junior React Native App Developer,Klik,IT/Software Development
Senior React Native App Developer,Klik,IT/Software Development
Applications Support,Confidential,Installation/Maintenance/Repair
Applications Support,Confidential,IT/Software Development
Applications Support,Confidential,Engineering - Telecom/Technology
Senior PPC Specialist,scandiweb,IT/Software Development
Senior PPC Specialist,scandiweb,Marketing/PR/Advertising
PPC Specialist,scandiweb,IT/Software Development
PPC Specialist,scandiweb,Marketing/PR/Advertising
WPF DEVELOPER,sios,IT/Software Development
It officer,Yassien & Partners Law Firm,IT/Software Development
Backend Developer,intella,IT/Software Development
Backend Developer,intella,Engineering - Telecom/Technology
Senior Software Developer (Ionic + Angular),softprograms,IT/Software Development
Software Project Manager,softprograms,IT/Software Development
Software Project Manager,softprograms,Project/Program Management
Senior Testing Automation Engineer,LxT,IT/Software Development
Senior Backend Engineer,LxT,IT/Software Development
Senior IT Specialist,Deutschland Technology Limited,IT/Software Development
Senior IT Specialist,Deutschland Technology Limited,Engineering - Telecom/Technology
Senior Android Developer,Expert Apps,IT/Software Development
Senior Android Developer,Expert Apps,Engineering - Telecom/Technology
Software Architect,Spatium Software,IT/Software Development
Software Architect,Spatium Software,Engineering - Telecom/Technology
System Administrator,Safa International Travel,Installation/Maintenance/Repair
System Administrator,Safa International Travel,IT/Software Development
System Administrator,Safa International Travel,Engineering - Telecom/Technology
UI/UX Figma designer,Spatium Software,Creative/Design/Art
UI/UX Figma designer,Spatium Software,IT/Software Development
UI/UX Figma designer,Spatium Software,Engineering - Telecom/Technology
Devops Engineer,Spatium Software,IT/Software Development
Devops Engineer,Spatium Software,Engineering - Telecom/Technology
Software Tester,Spatium Software,IT/Software Development
Software Tester,Spatium Software,Quality
Software Tester,Spatium Software,Engineering - Telecom/Technology
Senior Technical Office Engineer,Alkarma Developments,Engineering - Construction/Civil/Architecture
IT Technical Support,MCV,IT/Software Development
Infrastructure Services Manager,Eg Insurtech,IT/Software Development
Technical Lead,Yespays,Creative/Design/Art
Technical Lead,Yespays,IT/Software Development
Technical Lead,Yespays,Engineering - Telecom/Technology
Application Developer,Confidential,IT/Software Development
Application Developer,Confidential,Engineering - Telecom/Technology
Human Resource manager,Furqan Group for Education & IT,Administration
Human Resource manager,Furqan Group for Education & IT,Human Resources
B2B Sales Specialist,Injaz Tech for advanced systems,Engineering - Construction/Civil/Architecture
B2B Sales Specialist,Injaz Tech for advanced systems,IT/Software Development
B2B Sales Specialist,Injaz Tech for advanced systems,Sales/Retail
senior backend node.js developer,Confidential,IT/Software Development
Senior Odoo Developer,Crevisoft Corporation,Business Development
Senior Odoo Developer,Crevisoft Corporation,IT/Software Development
Senior Odoo Developer,Crevisoft Corporation,Engineering - Telecom/Technology
DevOps Engineer,Sulfah,IT/Software Development
DevOps Engineer,Sulfah,Engineering - Telecom/Technology
ERP Functional Support (Microsoft Dynamics - Business Central 365),Egypt Bakery Stores,IT/Software Development
ERP Functional Support (Microsoft Dynamics - Business Central 365),Egypt Bakery Stores,Engineering - Telecom/Technology
Senior .Net Developer,Sarmady,IT/Software Development
Senior .Net Developer,Sarmady,Engineering - Telecom/Technology
UX Designer,Sarmady,Creative/Design/Art
UX Designer,Sarmady,IT/Software Development
UX Designer,Sarmady,Engineering - Telecom/Technology
Senior Application Support Engineer,Fawry for Banking Technology and Electronic Payments S.A.E,Installation/Maintenance/Repair
Senior Application Support Engineer,Fawry for Banking Technology and Electronic Payments S.A.E,IT/Software Development
Senior Application Support Engineer,Fawry for Banking Technology and Electronic Payments S.A.E,Engineering - Telecom/Technology
Software Sales,Crevisoft Corporation,IT/Software Development
Software Sales,Crevisoft Corporation,Sales/Retail
Software Sales,Crevisoft Corporation,Engineering - Telecom/Technology
Presales Engineer.,Target Integrated Systems,IT/Software Development
Presales Engineer.,Target Integrated Systems,Sales/Retail
Presales Engineer.,Target Integrated Systems,Engineering - Telecom/Technology
Call Center Manager,Noases,IT/Software Development
Call Center Manager,Noases,Sales/Retail
Senior Native Android App Developer,Enegix,IT/Software Development
Senior Native Android App Developer,Enegix,Engineering - Telecom/Technology
Software Tester,Bevatel,IT/Software Development
Software Tester,Bevatel,Engineering - Telecom/Technology
Cyber Security Architect,Alstom,IT/Software Development
Cyber Security Architect,Alstom,Engineering - Telecom/Technology
Automation Testing (Verification & Validation) Engineer,Alstom,IT/Software Development
Automation Testing (Verification & Validation) Engineer,Alstom,Engineering - Telecom/Technology
Automation Testing (Verification & Validation) Engineer,Alstom,Engineering - Mechanical/Electrical
Fin-Tech Software Engineering Consultant,Confidential,IT/Software Development
Fin-Tech Software Engineering Consultant,Confidential,Engineering - Telecom/Technology
E-commerce Specialist - Magento 2,acwme,Administration
E-commerce Specialist - Magento 2,acwme,Marketing/PR/Advertising
E-commerce Specialist - Magento 2,acwme,Sales/Retail
Magento Developer,acwme,Installation/Maintenance/Repair
Magento Developer,acwme,IT/Software Development
Magento Developer,acwme,Engineering - Telecom/Technology
Junior React Native Mobile Developer,RUSHBRUSH INC,IT/Software Development
System Implementation Engineer,Fawry for Banking Technology and Electronic Payments S.A.E,IT/Software Development
System Implementation Engineer,Fawry for Banking Technology and Electronic Payments S.A.E,Engineering - Telecom/Technology
.NET Developer / React,Procoor,IT/Software Development
.NET Developer / React,Procoor,Engineering - Telecom/Technology
IT Help Desk Engineer,Confidential,IT/Software Development
IT Help Desk Engineer,Confidential,Engineering - Telecom/Technology
Network & Security Engineer / Administrator,Global Academic Foundation Hosting University of Hertfordshire UH,IT/Software Development
Network & Security Engineer / Administrator,Global Academic Foundation Hosting University of Hertfordshire UH,Engineering - Telecom/Technology
IT Help Desk Officer,Global Academic Foundation Hosting University of Hertfordshire UH,Installation/Maintenance/Repair
IT Help Desk Officer,Global Academic Foundation Hosting University of Hertfordshire UH,IT/Software Development
Software Engineer,Confidential,IT/Software Development
Genesys Technical Support Consultant (Security Engineer),NCR,IT/Software Development
Application Developer,Promech Engineering,IT/Software Development
Application Developer,Promech Engineering,Engineering - Telecom/Technology
ICT Helpdesk Administrator,Cilantro,IT/Software Development
Corporate Sales Account Manager,Forasna,IT/Software Development
Corporate Sales Account Manager,Forasna,Sales/Retail
IT System Admin,EEC Group,IT/Software Development
IT Junior Help Desk Specialist ( 6 months Experience ),Confidential,Installation/Maintenance/Repair
IT Junior Help Desk Specialist ( 6 months Experience ),Confidential,IT/Software Development
IT Junior Help Desk Specialist ( 6 months Experience ),Confidential,Engineering - Telecom/Technology
Java Team Leader,Confidential,IT/Software Development
Java Team Leader,Confidential,Engineering - Telecom/Technology
Website and Application Developer,Nile Projects & Trading,IT/Software Development
Website and Application Developer,Nile Projects & Trading,Engineering - Telecom/Technology
Product Owner,Basata,IT/Software Development
Full Stack Developer (JavaScript & .NET),InitRes,IT/Software Development
Contact Center Systems Support Lead,Confidential,Customer Service/Support
Contact Center Systems Support Lead,Confidential,IT/Software Development
Senior systems analyst,Perfect Presentation,IT/Software Development
Payroll Supervisor - October City,GEMS Education,Human Resources
Payroll Supervisor - October City,GEMS Education,Operations/Management
Systems Analyst,Confidential,IT/Software Development
Systems Analyst,Confidential,Analyst/Research
Systems Analyst,Confidential,Engineering - Telecom/Technology
Junior Product Manager,Seoudi Supermarket,IT/Software Development
Operations Director FMCG,Confidential,Operations/Management
Computing Teacher,Ethos International School,IT/Software Development
Computing Teacher,Ethos International School,Engineering - Telecom/Technology
Computing Teacher,Ethos International School,Education/Teaching
Senior Software Tester - Quality Assurance,Confidential,IT/Software Development
Senior Software Tester - Quality Assurance,Confidential,Quality
Senior Software Tester - Quality Assurance,Confidential,Engineering - Telecom/Technology
Senior Flutter Developer,Sulfah,IT/Software Development
Senior Flutter Developer,Sulfah,Engineering - Telecom/Technology
Backend Team lead - PHP,Confidential,IT/Software Development
Backend Team lead - PHP,Confidential,Engineering - Telecom/Technology
iOS Mobile Developer,Confidential,IT/Software Development
iOS Mobile Developer,Confidential,Engineering - Telecom/Technology
Product Owner,Confidential,IT/Software Development
Product Owner,Confidential,Project/Program Management
Product Owner,Confidential,Engineering - Telecom/Technology
UI Developer,Ejada,IT/Software Development
Senior Software Tester,Confidential,IT/Software Development
Senior Software Tester,Confidential,Quality
Senior Software Tester,Confidential,Engineering - Telecom/Technology
Quality Control Engineer,Kick Start Interactive,IT/Software Development
Senior .NET Developer,Ejada,IT/Software Development
Senior .Net Backend Developer,Confidential,IT/Software Development
Senior .Net Backend Developer,Confidential,Engineering - Telecom/Technology
Senior Flutter Mobile Developer,Confidential,IT/Software Development
Senior Flutter Mobile Developer,Confidential,Engineering - Telecom/Technology
Magento Developer,classera,IT/Software Development
Magento Developer,classera,Engineering - Telecom/Technology
Senior Technical Support Engineer,Confidential,IT/Software Development
Senior Technical Support Engineer,Confidential,Engineering - Telecom/Technology
IT Help Desk Specialist,Kode Clubs - Hassan Allam Sports Clubs,Installation/Maintenance/Repair
IT Help Desk Specialist,Kode Clubs - Hassan Allam Sports Clubs,IT/Software Development
IT Help Desk Specialist,Kode Clubs - Hassan Allam Sports Clubs,Engineering - Telecom/Technology
Saas Software Sales Executive,Glamera,IT/Software Development
Front End Developer - React & Next.js,Travolic.LLc,Creative/Design/Art
Front End Developer - React & Next.js,Travolic.LLc,IT/Software Development
Front End Developer - React & Next.js,Travolic.LLc,Engineering - Telecom/Technology
Microsoft Power BI Developer,Confidential,Installation/Maintenance/Repair
Microsoft Power BI Developer,Confidential,IT/Software Development
Microsoft Power BI Developer,Confidential,Engineering - Telecom/Technology
SAP ABAP Developer,Confidential,Accounting/Finance
SAP ABAP Developer,Confidential,IT/Software Development
SAP ABAP Developer,Confidential,Engineering - Telecom/Technology
Product/Project Manager,Travolic.LLc,IT/Software Development
Product/Project Manager,Travolic.LLc,Project/Program Management
PHP Developer,Tech 101,IT/Software Development
Purchasing Specialist,etisal for advanced industries,Logistics/Supply Chain
Purchasing Specialist,etisal for advanced industries,Purchasing/Procurement
System Engineer,iNetwork Solutions,IT/Software Development
Python Developer,OdooTec,Installation/Maintenance/Repair
Python Developer,OdooTec,IT/Software Development
Python Developer,OdooTec,Engineering - Telecom/Technology
Senior Back End Developer,Youxel,IT/Software Development
Senior Back End Developer,Youxel,Engineering - Telecom/Technology
IT Help Desk,alfanar,IT/Software Development
PHP Web Developer,Confidential,Installation/Maintenance/Repair
PHP Web Developer,Confidential,IT/Software Development
PHP Web Developer,Confidential,Engineering - Telecom/Technology
IT Technical Support Specialist - Tanta,Town Team,Installation/Maintenance/Repair
IT Technical Support Specialist - Tanta,Town Team,IT/Software Development
IT Technical Support Specialist - Tanta,Town Team,Engineering - Telecom/Technology
Scrum Master,Fawry for Banking Technology and Electronic Payments S.A.E,IT/Software Development
Scrum Master,Fawry for Banking Technology and Electronic Payments S.A.E,Project/Program Management
Scrum Master,Fawry for Banking Technology and Electronic Payments S.A.E,Engineering - Telecom/Technology
Senior Java Developer,Fawry for Banking Technology and Electronic Payments S.A.E,IT/Software Development
Senior Java Developer,Fawry for Banking Technology and Electronic Payments S.A.E,Engineering - Telecom/Technology
Testing Team Lead,Fawry for Banking Technology and Electronic Payments S.A.E,IT/Software Development
Testing Team Lead,Fawry for Banking Technology and Electronic Payments S.A.E,Quality
Testing Team Lead,Fawry for Banking Technology and Electronic Payments S.A.E,Engineering - Telecom/Technology
React Developer,Signature Technology DMCC,IT/Software Development
Software Sales,Noases,IT/Software Development
Telesales Agent,Noases,IT/Software Development
Technical Support Engineer,Tartoussieh Engineering & Trading Co,Engineering - Mechanical/Electrical
Technical Support Engineer,Tartoussieh Engineering & Trading Co,Engineering - Other
IT systems Engineer,Mercury Visual Solutions,IT/Software Development
IT systems Engineer,Mercury Visual Solutions,Engineering - Telecom/Technology
Assistant Computer Systems Administrator,"The Micro, Small & Medium Enterprise Development Agency",IT/Software Development
Assistant Computer Systems Administrator,"The Micro, Small & Medium Enterprise Development Agency",Engineering - Telecom/Technology
Network Engineer,"The Micro, Small & Medium Enterprise Development Agency",IT/Software Development
Network Engineer,"The Micro, Small & Medium Enterprise Development Agency",Engineering - Telecom/Technology
Senior System and Network Administrator,RUSHBRUSH INC,Installation/Maintenance/Repair
Senior System and Network Administrator,RUSHBRUSH INC,IT/Software Development
Senior System and Network Administrator,RUSHBRUSH INC,Engineering - Telecom/Technology
Machine Learning Engineer,Confidential,IT/Software Development
DevOps Engineer,CrossWorkers,IT/Software Development
Flutter Developer,Charisma Design,Creative/Design/Art
Flutter Developer,Charisma Design,IT/Software Development
Flutter Developer,Charisma Design,Engineering - Telecom/Technology
UI UX Designer,waffarha.com,IT/Software Development
Tech Lead,waffarha.com,IT/Software Development
Senior Front End Developer,waffarha.com,IT/Software Development
STEM Instructor/Teacher,TechAdemics,IT/Software Development
STEM Instructor/Teacher,TechAdemics,Engineering - Telecom/Technology
STEM Instructor/Teacher,TechAdemics,Education/Teaching
Senior Backend Developer,waffarha.com,IT/Software Development
Senior Microsoft Dynamics F&O Developer,FlairsTech,IT/Software Development
Python Network Developer,Mercury Visual Solutions,IT/Software Development
Senior PHP Developer (Laravel),Our Education,IT/Software Development
Senior PHP Developer (Laravel),Our Education,Engineering - Telecom/Technology
Senior Vue Developer,Our Education,IT/Software Development
Senior Vue Developer,Our Education,Engineering - Telecom/Technology
Information Technology Officer,Upwyde,Installation/Maintenance/Repair
Information Technology Officer,Upwyde,IT/Software Development
Information Technology Officer,Upwyde,Engineering - Telecom/Technology
Senior Software Tester,Our Education,IT/Software Development
Senior Software Tester,Our Education,Quality
Senior Software Tester,Our Education,Engineering - Telecom/Technology
Oracle Apex Developer,Premier Services and Recruitment Overseas,IT/Software Development
Technical Support Supervisor,Premier Services and Recruitment Overseas,IT/Software Development
Flutter Developer,Queen Tech Solutions,IT/Software Development
Flutter Developer,Queen Tech Solutions,Engineering - Telecom/Technology
Product Owner - Software house experience,Lumin,IT/Software Development
Product Owner - Software house experience,Lumin,Project/Program Management
Product Owner - Software house experience,Lumin,Engineering - Telecom/Technology
Senior sales account manager,iNetwork Solutions,IT/Software Development
Senior sales account manager,iNetwork Solutions,Sales/Retail
Technical Office Engineer,Mazloum Real Estate,Engineering - Construction/Civil/Architecture
Senior Golang Developer,CrossWorkers,IT/Software Development
Technical Support Engineer,Advanced Solutions,IT/Software Development
Technical support,engineering tracks,Customer Service/Support
Technical support,engineering tracks,IT/Software Development
Test Automation Engineer,Ejada,IT/Software Development
Test Automation Engineer,Ejada,Engineering - Telecom/Technology
Test Lead,Ejada,IT/Software Development
Test Lead,Ejada,Quality
Test Lead,Ejada,Engineering - Telecom/Technology
Senior Software Test Engineer,Ejada,IT/Software Development
Senior Software Test Engineer,Ejada,Quality
Junior Testing Engineer,Ejada,IT/Software Development
Junior Testing Engineer,Ejada,Quality
Junior Testing Engineer,Ejada,Engineering - Telecom/Technology
Test Manager,Ejada,IT/Software Development
Test Manager,Ejada,Quality
Test Manager,Ejada,Engineering - Telecom/Technology
SAP Business One Consultant,Asass,Engineering - Construction/Civil/Architecture
SAP Business One Consultant,Asass,IT/Software Development
SAP Business One Consultant,Asass,Engineering - Telecom/Technology
Cyber Security Engineer,PSH,Installation/Maintenance/Repair
Cyber Security Engineer,PSH,IT/Software Development
Cyber Security Engineer,PSH,Engineering - Telecom/Technology
Web Developer,Confidential,Creative/Design/Art
Web Developer,Confidential,IT/Software Development
Web Developer,Confidential,Engineering - Telecom/Technology
Application Support Engineer in New Capital,Techno Management,Installation/Maintenance/Repair
Application Support Engineer in New Capital,Techno Management,IT/Software Development
Sr. DBA Admin,egabi solutions,IT/Software Development
PHP Developer (Hybrid),Kick Start Interactive,IT/Software Development
System Administrator,Confidential,IT/Software Development
Mobile Application Developer - Flutter,Spatium Software,IT/Software Development
Mobile Application Developer - Flutter,Spatium Software,Engineering - Telecom/Technology
Technical Office Engineer,El Khamis Hydraulic Company,Engineering - Mechanical/Electrical
Full Stack developer - .NET Core & Angular,Spatium Software,IT/Software Development
Full Stack developer - .NET Core & Angular,Spatium Software,Engineering - Telecom/Technology
Front End Developer (Angular) Hybrid,Finiex Soft,IT/Software Development
Front End Developer (Angular) Hybrid,Finiex Soft,Engineering - Telecom/Technology
Backend Developer (.net) Hybrid,Finiex Soft,IT/Software Development
Customer Support & Sales Professional (Spanish Speakers),Delivery-tech,Business Development
Customer Support & Sales Professional (Spanish Speakers),Delivery-tech,Customer Service/Support
Customer Support & Sales Professional (Spanish Speakers),Delivery-tech,Sales/Retail
Wordpress Developer,Tech 101,IT/Software Development
Senior IT Specialist,Orient,Installation/Maintenance/Repair
Senior IT Specialist,Orient,IT/Software Development
Senior IT Specialist,Orient,Engineering - Mechanical/Electrical
IT Service Desk Manager,Confidential,IT/Software Development
Head of Data & Analytics,eVision,IT/Software Development
Search Engine Optimization Specialist,Confidential,IT/Software Development
iOS Developer,Confidential,IT/Software Development
Backend Developer,Confidential,IT/Software Development
Angular Front-End Developer,Confidential,Creative/Design/Art
Angular Front-End Developer,Confidential,IT/Software Development
Compliance Analyst,Confidential,IT/Software Development
Compliance Analyst,Confidential,Analyst/Research
Network Support Engineer,Vzadi.com,Installation/Maintenance/Repair
Network Support Engineer,Vzadi.com,IT/Software Development
Network Support Engineer,Vzadi.com,Engineering - Telecom/Technology
Mobile Developer (React Native),Bright Vision,IT/Software Development
Mobile Developer (React Native),Bright Vision,Engineering - Telecom/Technology
Frontend Developer,Bright Vision,IT/Software Development
Frontend Developer,Bright Vision,Engineering - Telecom/Technology
Backend Developer,Bright Vision,IT/Software Development
Backend Developer,Bright Vision,Engineering - Telecom/Technology
Senior IT Engineer,El Teriak Industrial Group,IT/Software Development
Senior IT Engineer,El Teriak Industrial Group,Engineering - Mechanical/Electrical
SAP Business Analyst,El Teriak Industrial Group,Accounting/Finance
SAP Business Analyst,El Teriak Industrial Group,IT/Software Development
SAP Business Analyst,El Teriak Industrial Group,Analyst/Research
Service Desk Engineer,Nahdet Misr Publishing Group,Installation/Maintenance/Repair
Service Desk Engineer,Nahdet Misr Publishing Group,IT/Software Development
Service Desk Engineer,Nahdet Misr Publishing Group,Engineering - Telecom/Technology
Infrastructure Architect,Efada Technology,IT/Software Development
Sandblasting Coating Supervisor,Confidential,IT/Software Development
Sandblasting Coating Supervisor,Confidential,Operations/Management
Senior Planning Engineer,Confidential,Engineering - Telecom/Technology
Senior Planning Engineer,Confidential,Engineering - Mechanical/Electrical
Information Security Engineer,Confidential,IT/Software Development
Information Security Engineer,Confidential,Engineering - Telecom/Technology
Software Developer (Middle/Senior) for System Integrator and Microservices,iono tech,IT/Software Development
Chief Financial Officer (CFO),Khodar.com,Accounting/Finance
Senior Flutter Software Developer,Confidential,Business Development
Senior Flutter Software Developer,Confidential,IT/Software Development
Senior Flutter Software Developer,Confidential,Engineering - Telecom/Technology
Network Engineer,Link Datacenter,Installation/Maintenance/Repair
Network Engineer,Link Datacenter,IT/Software Development
Network Engineer,Link Datacenter,Engineering - Telecom/Technology
Project Lead/ Scrum Master,PSH,IT/Software Development
Project Lead/ Scrum Master,PSH,Project/Program Management
Project Lead/ Scrum Master,PSH,Engineering - Telecom/Technology
It Security & Network Engineer,El-Sewedy Electrometer,Installation/Maintenance/Repair
It Security & Network Engineer,El-Sewedy Electrometer,IT/Software Development
It Security & Network Engineer,El-Sewedy Electrometer,Engineering - Telecom/Technology
Technical Support Engineer - Giza,Zamil Steel Buildings Co,Installation/Maintenance/Repair
Technical Support Engineer - Giza,Zamil Steel Buildings Co,IT/Software Development
Technical Support Engineer - Giza,Zamil Steel Buildings Co,Engineering - Telecom/Technology
Talent Acquisition and HR Specialist,Spark Systems,Administration
Talent Acquisition and HR Specialist,Spark Systems,Human Resources
Talent Acquisition and HR Specialist,Spark Systems,IT/Software Development
planning Manager,Confidential,Logistics/Supply Chain
planning Manager,Confidential,Manufacturing/Production
Senior .Net Developer,LINK Development,IT/Software Development
Senior .Net Developer,LINK Development,Engineering - Telecom/Technology
Laravel Developer,LoadServ,IT/Software Development
Senior BI Developer,LINK Development,IT/Software Development
Senior BI Developer,LINK Development,Engineering - Telecom/Technology
Senior .NET Full Stack Developer (.NET Core & Angular),Lumin,IT/Software Development
Senior .NET Full Stack Developer (.NET Core & Angular),Lumin,Engineering - Telecom/Technology
Embedded Hardware Engineer,Samaya Electronics Egypt LTD,IT/Software Development
Embedded Hardware Engineer,Samaya Electronics Egypt LTD,Engineering - Telecom/Technology
Embedded Hardware Engineer,Samaya Electronics Egypt LTD,Engineering - Mechanical/Electrical
Embedded Software Engineer,Samaya Electronics Egypt LTD,Engineering - Other
Product Owner,Dimofinf Operations Center,IT/Software Development
Product Owner,Dimofinf Operations Center,Project/Program Management
Product Owner,Dimofinf Operations Center,Engineering - Telecom/Technology
Senior UX/UI Designer,Dimofinf Operations Center,Creative/Design/Art
Senior UX/UI Designer,Dimofinf Operations Center,IT/Software Development
Senior UX/UI Designer,Dimofinf Operations Center,Engineering - Telecom/Technology
Sheet Metal design Engineer,Zawaya,Manufacturing/Production
Sheet Metal design Engineer,Zawaya,Engineering - Mechanical/Electrical
Technical Support Engineer,Afaqy,Installation/Maintenance/Repair
Technical Support Engineer,Afaqy,IT/Software Development
Technical Support Engineer,Afaqy,Engineering - Telecom/Technology
Software Scrum Master,Softec Technologies,IT/Software Development
Software Scrum Master,Softec Technologies,Project/Program Management
Software Scrum Master,Softec Technologies,Engineering - Telecom/Technology
Software Application Support Engineer,Softec Technologies,Installation/Maintenance/Repair
Software Application Support Engineer,Softec Technologies,IT/Software Development
Software Application Support Engineer,Softec Technologies,Engineering - Telecom/Technology
Senior UX Designer,LINK Development,Creative/Design/Art
Senior UX Designer,LINK Development,IT/Software Development
Senior UX Designer,LINK Development,Engineering - Telecom/Technology
Full Stack Developer - Remote,Sequel Solutions,IT/Software Development
Full Stack Developer (Django & Angular),Pure Group,IT/Software Development
Unity Game Developer,2oolAmeme,IT/Software Development
Unity Game Developer,2oolAmeme,Engineering - Telecom/Technology
Unity Game Developer,2oolAmeme,Engineering - Other
Senior PHP Developer,Mc Ledger,IT/Software Development
Senior PHP Developer,Mc Ledger,Engineering - Telecom/Technology
Accounting Manager,Sierra Engineering & Manufacturing,Accounting/Finance
Accounting Manager,Sierra Engineering & Manufacturing,Operations/Management
Software Support Senior Specialist ,Ibn Sina Pharma,IT/Software Development
online Real estate sales representative,Dubai Egypt Sweden,Customer Service/Support
online Real estate sales representative,Dubai Egypt Sweden,IT/Software Development
online Real estate sales representative,Dubai Egypt Sweden,Sales/Retail
Technical Support Specialist - Tanta,Rashideen Egypt for Trade,IT/Software Development
Sales Account Manager,TA telecom,IT/Software Development
Sales Account Manager,TA telecom,Sales/Retail
Sales Account Manager,TA telecom,Engineering - Telecom/Technology
Game Developer,Nahdet Misr Publishing Group,IT/Software Development
Senior Software Engineer,Eg Insurtech,IT/Software Development
Software Technical Team Leader,Eg Insurtech,IT/Software Development
Senior Android Developer (on-site),Union Coop,IT/Software Development
Flutter developer,AGG information technology,Creative/Design/Art
Flutter developer,AGG information technology,IT/Software Development
Flutter developer,AGG information technology,Engineering - Telecom/Technology
Application Support Specialist,Al Ahly Medical Company,Customer Service/Support
Application Support Specialist,Al Ahly Medical Company,IT/Software Development
Application Support Specialist,Al Ahly Medical Company,Engineering - Telecom/Technology
Drupal Developer,Algoriza,IT/Software Development
Java Support,Air Arabia,IT/Software Development
Java Support,Air Arabia,Analyst/Research
Java Support,Air Arabia,Engineering - Telecom/Technology
Software Quality Control Engineer,TensorGraph,IT/Software Development
Software Quality Control Engineer,TensorGraph,Quality
Dot Net Developer,Glamera,IT/Software Development
IT Help Desk Specialist - 10th of Ramadan,Mantrac,Installation/Maintenance/Repair
IT Help Desk Specialist - 10th of Ramadan,Mantrac,IT/Software Development
IT Help Desk Specialist - 10th of Ramadan,Mantrac,Engineering - Telecom/Technology
Senior BPM Developer,Sceel.io,IT/Software Development
Senior Android Developer,Al Amin Technological Systems,IT/Software Development
Senior Android Developer,Al Amin Technological Systems,Engineering - Telecom/Technology
Umbraco Web Developer (Part-time),3S Software,IT/Software Development
Umbraco Web Developer (Part-time),3S Software,Engineering - Telecom/Technology
Backend Developer,Dataline technology company,IT/Software Development
Software Support Engineer,Confidential,IT/Software Development
Front End Developer,Dataline technology company,IT/Software Development
Junior Data Analyst,Options,IT/Software Development
Junior Data Analyst,Options,Analyst/Research
Junior Data Analyst,Options,Engineering - Telecom/Technology
Senior Full Stack Developer (.Net + Angular) Job Details,Al Amin Technological Systems,IT/Software Development
Senior Full Stack Developer (.Net + Angular) Job Details,Al Amin Technological Systems,Engineering - Telecom/Technology
Junior Full Stack Developer (.Net + Angular) Job Details,Al Amin Technological Systems,IT/Software Development
Junior Full Stack Developer (.Net + Angular) Job Details,Al Amin Technological Systems,Engineering - Telecom/Technology
Business System analyst,Bevatel,IT/Software Development
Business System analyst,Bevatel,Analyst/Research
Business System analyst,Bevatel,Engineering - Telecom/Technology
Mid Level - Web Developer,Softxpert Incorporation,IT/Software Development
Senior IOS Developer,Softxpert Incorporation,IT/Software Development
UI UX Designer,Softxpert Incorporation,IT/Software Development
Executive Assistant to CEO,INTERPAC,Administration
Software Development Director,Confidential,IT/Software Development
Software Development Director,Confidential,Engineering - Telecom/Technology
Call Center Team Lead,Kashier Payment Solutions,Customer Service/Support
Call Center Team Lead,Kashier Payment Solutions,IT/Software Development
Call Center Team Lead,Kashier Payment Solutions,Operations/Management
Senior Flutter Developer,e Aswaaq Misr,IT/Software Development
Senior Full Stack Developer - Spring Boot,Smartly,IT/Software Development
Customer Support & Sales Professional (French Speakers),Delivery-tech,Business Development
Customer Support & Sales Professional (French Speakers),Delivery-tech,Customer Service/Support
Customer Support & Sales Professional (French Speakers),Delivery-tech,Sales/Retail
"Customer Support &Sales Professional ""German Speakers""",Delivery-tech,Business Development
"Customer Support &Sales Professional ""German Speakers""",Delivery-tech,Customer Service/Support
"Customer Support &Sales Professional ""German Speakers""",Delivery-tech,Sales/Retail
Back-End Developer Remotely,Delivery-tech,IT/Software Development
Back-End Developer Remotely,Delivery-tech,Engineering - Telecom/Technology
Senior Flutter Developer,Mimocodes,Creative/Design/Art
Senior Flutter Developer,Mimocodes,IT/Software Development
Senior Flutter Developer,Mimocodes,Engineering - Telecom/Technology
System Administrator,PICO,IT/Software Development
Senior React JS Developer,Mimocodes,Creative/Design/Art
Senior React JS Developer,Mimocodes,IT/Software Development
Senior React JS Developer,Mimocodes,Engineering - Telecom/Technology
IT Application Support Specialist,PICO,IT/Software Development
Full Stack Web Developer,Enegix,Creative/Design/Art
Full Stack Web Developer,Enegix,IT/Software Development
Full Stack Web Developer,Enegix,Engineering - Telecom/Technology
Senior Front End Developer ( React ),Algoriza,IT/Software Development
Senior Front End Developer ( React ),Algoriza,Engineering - Telecom/Technology
HSE Engineer,United Group For Engineering And Investment,Engineering - Construction/Civil/Architecture
HSE Engineer,United Group For Engineering And Investment,Engineering - Mechanical/Electrical
HSE Engineer,United Group For Engineering And Investment,Engineering - Other
Front End Team Lead,Arabian Systems,IT/Software Development
Front End Team Lead,Arabian Systems,Operations/Management
Front End Team Lead,Arabian Systems,Engineering - Telecom/Technology
Senior odoo implementer,ERP-Bank,Accounting/Finance
Senior odoo implementer,ERP-Bank,IT/Software Development
Senior odoo implementer,ERP-Bank,Engineering - Telecom/Technology
Desktop Publishing / DTP Specialist - (Home-based),"Do Localize, Ltd.",Creative/Design/Art
Senior Full Stack Web Developer,Mimocodes,IT/Software Development
Senior Full Stack Web Developer,Mimocodes,Engineering - Telecom/Technology
Department Coordinator (IT),Nile University,Administration
Department Coordinator (IT),Nile University,IT/Software Development
Senior Node JS Developer - onsite,Edentech,IT/Software Development
Core banking technical support,A1Softech,Accounting/Finance
Core banking technical support,A1Softech,Banking
