Title,CompanyName,CategoryName
Test Specialist - Data,eT3 - Tomorrow Information Technology,Engineering - Telecom/Technology
Strategic planning Manager,Nile University,Administration
Strategic planning Manager,Nile University,Operations/Management
Strategic planning Manager,Nile University,Analyst/Research
Strategic planning Specialist,Nile University,Administration
Strategic planning Specialist,Nile University,Quality
Strategic planning Specialist,Nile University,Analyst/Research
Oracle EBS Senior Techno Consultant,Confidential,IT/Software Development
Front End Developer (React.js),Dexef,Creative/Design/Art
Front End Developer (React.js),Dexef,IT/Software Development
Front End Developer (React.js),Dexef,Engineering - Telecom/Technology
Senior Software Developer (C#),Confidential,IT/Software Development
Senior Software Developer (C#),Confidential,Quality
Senior Software Developer (C#),Confidential,Engineering - Telecom/Technology
Senior PHP Developer,Casita,Engineering - Telecom/Technology
IT Manager,Noases,IT/Software Development
Integration Engineer - MENA,FinTech Collective,IT/Software Development
Integration Engineer - MENA,FinTech Collective,Engineering - Telecom/Technology
Integration Engineer - MENA,FinTech Collective,Engineering - Mechanical/Electrical
Dot Net Lead - Backend - Egypt,Antal International - Egypt,IT/Software Development
Dot Net Lead - Backend - Egypt,Antal International - Egypt,Operations/Management
Dot Net Lead - Backend - Egypt,Antal International - Egypt,Engineering - Telecom/Technology
IT Specialist,Tie House,Installation/Maintenance/Repair
IT Specialist,Tie House,IT/Software Development
IT Specialist,Tie House,Engineering - Telecom/Technology
Senior Front-end position,Edentech,IT/Software Development
Remote RTS for Lenovo Products – French Speaking,IBM WTC Egypt,Customer Service/Support
Remote RTS for Lenovo Products – French Speaking,IBM WTC Egypt,IT/Software Development
Remote RTS for Lenovo Products – French Speaking,IBM WTC Egypt,Engineering - Telecom/Technology
Full Stack Web Developer,IQRA Network,Creative/Design/Art
Full Stack Web Developer,IQRA Network,IT/Software Development
Full Stack Web Developer,IQRA Network,Engineering - Telecom/Technology
IT Specialist,Engosoft,Installation/Maintenance/Repair
IT Specialist,Engosoft,IT/Software Development
IT Specialist,Engosoft,Engineering - Telecom/Technology
Integration Engineer - MENA,CRE Venture Capital,IT/Software Development
Integration Engineer - MENA,CRE Venture Capital,Engineering - Telecom/Technology
Integration Engineer - MENA,CRE Venture Capital,Engineering - Mechanical/Electrical
Senior Presales Consultant - RS,Giza Arabia Systems,IT/Software Development
Senior Presales Consultant - RS,Giza Arabia Systems,Sales/Retail
Senior Presales Consultant - RS,Giza Arabia Systems,Engineering - Telecom/Technology
Chief Executive Officer,Antal International - Egypt,Accounting/Finance
Chief Executive Officer,Antal International - Egypt,Operations/Management
Chief Executive Officer,Antal International - Egypt,C-Level Executive/GM/Director
Technical Project Manager (ACS-CSS),Oracle - Egypt,Engineering - Construction/Civil/Architecture
Technical Project Manager (ACS-CSS),Oracle - Egypt,IT/Software Development
Technical Project Manager (ACS-CSS),Oracle - Egypt,Project/Program Management
PHP Developer Internship - Remote,Elev8Assessments,IT/Software Development
Flutter Developer,Horizon Agency,IT/Software Development
Front End Developer,Horizon Agency,IT/Software Development
Back End Developer (PHP),Horizon Agency,IT/Software Development
Senior Data Architect/Modeler,eT3 - Tomorrow Information Technology,IT/Software Development
Senior Data Architect/Modeler,eT3 - Tomorrow Information Technology,Engineering - Telecom/Technology
Program Developer,Carpet Land,IT/Software Development
Technical Lead (Full-Stack\.Net Core & Angluar),Link Datacenter,IT/Software Development
Technical Lead (Full-Stack\.Net Core & Angluar),Link Datacenter,Operations/Management
Technical Lead (Full-Stack\.Net Core & Angluar),Link Datacenter,Engineering - Telecom/Technology
Senior .NET Developer,GET Group- Egypt,IT/Software Development
Senior .NET Developer,GET Group- Egypt,Engineering - Telecom/Technology
Senior Full Stack Developer (.Net & Angular 14+),Link Datacenter,Creative/Design/Art
Senior Full Stack Developer (.Net & Angular 14+),Link Datacenter,IT/Software Development
Senior Full Stack Developer (.Net & Angular 14+),Link Datacenter,Engineering - Telecom/Technology
Presales Engineer,Al Ahly Momkn for e-payment,IT/Software Development
Software Tester,Charisma Design,IT/Software Development
Senior Odoo Implementer,Premier Services and Recruitment,IT/Software Development
Senior Odoo Implementer,Premier Services and Recruitment,Engineering - Telecom/Technology
SAP HCM Support Consultant,LABS,IT/Software Development
Salesforce Senior Developer,Confidential,IT/Software Development
Specialist BI Developer - Team Lead,Giza Arabia Systems,Business Development
Specialist BI Developer - Team Lead,Giza Arabia Systems,IT/Software Development
Specialist BI Developer - Team Lead,Giza Arabia Systems,Sales/Retail
Business Analyst,DXC.technology,IT/Software Development
Business Analyst,DXC.technology,Analyst/Research
Business Analyst,DXC.technology,Engineering - Telecom/Technology
Senior Systems Engineer,Giza Arabia Systems,IT/Software Development
Senior Systems Engineer,Giza Arabia Systems,Engineering - Telecom/Technology
Senior Systems Engineer,Giza Arabia Systems,Engineering - Mechanical/Electrical
Group ICT Business Applications Section Head,Decorative Glass And Arab Union Glass Group,IT/Software Development
Senior Solution Architect - Billing,IST Networks,IT/Software Development
Senior Solution Architect - Billing,IST Networks,Engineering - Telecom/Technology
Senior Solution Architect - Billing,IST Networks,Engineering - Other
E2E Solution Architect,IST Networks,IT/Software Development
E2E Solution Architect,IST Networks,Engineering - Telecom/Technology
E2E Solution Architect,IST Networks,Engineering - Other
"Light Current Systems, Site Engineer",Anzma tech,Engineering - Other
Sr. Solution Architect - Business CRM,IST Networks,IT/Software Development
Sr. Solution Architect - Business CRM,IST Networks,Engineering - Telecom/Technology
Sr. Solution Architect - Business CRM,IST Networks,Engineering - Other
Solution Architect - AI,IST Networks,IT/Software Development
Solution Architect - AI,IST Networks,Engineering - Telecom/Technology
Solution Architect - AI,IST Networks,Engineering - Other
Senior Developer - Full Stack,IST Networks,IT/Software Development
Senior Developer - Full Stack,IST Networks,Engineering - Telecom/Technology
Senior Developer - Full Stack,IST Networks,Engineering - Other
Odoo Functional Consultant,Superior Business Solutions,IT/Software Development
Software Tester,Horizon Agency,IT/Software Development
Business Analyst,DX Republic,Analyst/Research
Senior Hardware support,As-Salam International Hospital,IT/Software Development
Senior Hardware support,As-Salam International Hospital,Engineering - Telecom/Technology
Software Tester,Confidential,Quality
Software Tester,Confidential,Engineering - Telecom/Technology
Senior Full Stack Developer (.Net Core - MVC),Dynamicslink,IT/Software Development
Odoo Developer Team Leader,Centione,IT/Software Development
Back End Lead - .Net + Python OR Node,Confidential,IT/Software Development
Software Tester - Alexandria,Finiex Soft,IT/Software Development
Senior React Native Developer,Algoriza,IT/Software Development
Senior React Native Developer,Algoriza,Engineering - Telecom/Technology
Database Administrator,ITS,IT/Software Development
Database Administrator,ITS,Engineering - Telecom/Technology
Apex Developer,Dorra Group,IT/Software Development
Apex Developer,Dorra Group,Engineering - Telecom/Technology
Senior QA testing / Software Company,Outservingplus,IT/Software Development
UX Designer,Outservingplus,IT/Software Development
Technical Writer,Nahdet Misr Publishing Group,Writing/Editorial
Technical Writer,Nahdet Misr Publishing Group,IT/Software Development
Engineering Manager,Jumia,IT/Software Development
Engineering Manager,Jumia,Engineering - Telecom/Technology
Java Software Engineer,Jumia,IT/Software Development
Java Software Engineer,Jumia,Engineering - Telecom/Technology
Senior Golang Software Engineer,Jumia,IT/Software Development
Senior Golang Software Engineer,Jumia,Engineering - Telecom/Technology
Ideal Hours for Nanny Job w/ 1 Baby,"White House Nannies, Inc.",IT/Software Development
Ideal Hours for Nanny Job w/ 1 Baby,"White House Nannies, Inc.",Sales/Retail
Ideal Hours for Nanny Job w/ 1 Baby,"White House Nannies, Inc.",Engineering - Telecom/Technology
Project Manager,DXC.technology,Engineering - Construction/Civil/Architecture
Project Manager,DXC.technology,IT/Software Development
Project Manager,DXC.technology,Project/Program Management
Security Infrastructure Engineer,Giza Arabia Systems,Installation/Maintenance/Repair
Security Infrastructure Engineer,Giza Arabia Systems,IT/Software Development
Security Infrastructure Engineer,Giza Arabia Systems,Engineering - Telecom/Technology
Junior IOS Developer,Perfect Presentation,IT/Software Development
Junior Andriod Developer,Perfect Presentation,IT/Software Development
Senior Android Developer,Perfect Presentation,IT/Software Development
Technical Support,Qsource,IT/Software Development
IT Help Desk Specialist,Confidential,IT/Software Development
Inside Sales Representatives & Team Leader,Mubasher,Sales/Retail
Oracle EPM Senior Consultant-Planning,Azdan Business Analytics,Accounting/Finance
Oracle EPM Senior Consultant-Planning,Azdan Business Analytics,IT/Software Development
Senior Oracle Apps Functional Consultant,Al Ahly capital holding - Al Ahly Tamkeen,IT/Software Development
Cybersecurity Operations Engineer,Giza Arabia Systems,IT/Software Development
Cybersecurity Operations Engineer,Giza Arabia Systems,Operations/Management
Cybersecurity Operations Engineer,Giza Arabia Systems,Engineering - Telecom/Technology
Service Operator I-Testing Tools,"Halliburton Energy Services, Inc.",IT/Software Development
Service Operator I-Testing Tools,"Halliburton Energy Services, Inc.",Quality
Service Operator I-Testing Tools,"Halliburton Energy Services, Inc.",Engineering - Telecom/Technology
Java Instructor,MICA,IT/Software Development
Java Instructor,MICA,Engineering - Telecom/Technology
Java Instructor,MICA,Training/Instructor
Maintenance Coordinator (Facilities Coordinator),Kode Clubs - Hassan Allam Sports Clubs,Administration
Maintenance Coordinator (Facilities Coordinator),Kode Clubs - Hassan Allam Sports Clubs,Installation/Maintenance/Repair
Maintenance Coordinator (Facilities Coordinator),Kode Clubs - Hassan Allam Sports Clubs,Operations/Management
Software Developer,HITS Solutions,IT/Software Development
Software Developer,HITS Solutions,Engineering - Telecom/Technology
Technical Traffic Manager/Projects Lead,9H Capital,IT/Software Development
Technical Traffic Manager/Projects Lead,9H Capital,Project/Program Management
Technical Traffic Manager/Projects Lead,9H Capital,Engineering - Telecom/Technology
Brand Graphic Designer,9H Capital,Creative/Design/Art
Brand Graphic Designer,9H Capital,IT/Software Development
Brand Graphic Designer,9H Capital,Marketing/PR/Advertising
Oracle Senior EPM Consultant (Consolidation),Azdan Business Analytics,Accounting/Finance
Oracle Senior EPM Consultant (Consolidation),Azdan Business Analytics,IT/Software Development
IT Specialist,Alouf Travel,IT/Software Development
Senior Python Developer (Django),InnovaDigits,Business Development
Senior Python Developer (Django),InnovaDigits,IT/Software Development
Senior Python Developer (Django),InnovaDigits,Engineering - Telecom/Technology
Oracle Financial Support Consultant - Telecommunications Industry,Rawaj-HCM,Accounting/Finance
Senior Front End Developer (React.js),InnovaDigits,Business Development
Senior Front End Developer (React.js),InnovaDigits,IT/Software Development
Senior Front End Developer (React.js),InnovaDigits,Engineering - Telecom/Technology
Software Tele-sales,DIRAC SYSTEMS,Customer Service/Support
Software Tele-sales,DIRAC SYSTEMS,IT/Software Development
Software sales Specialist,DIRAC SYSTEMS,Business Development
Software sales Specialist,DIRAC SYSTEMS,IT/Software Development
Full Stack Developer Team Lead,3S Software,IT/Software Development
Full Stack Developer Team Lead,3S Software,Operations/Management
